description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
黃金工作室✅辦公室✅台電✅租金可議✅CP值超高~,台中市北區中清路一段,北區,中清路一段,辦公,2,2,13.0,0.0,0.0,0.0,2,6,12999.0
中華路夜市熱鬧金店面,台中市中區中華路二段,中區,中華路二段,店面,1,1,36.44,1.0,2.0,1.0,1,2,35000.0
青海商圈發財金透店,台中市西屯區青海路一段8號,西屯區,青海路一段,店面,8,1,61.7,0.0,0.0,0.0,1,4,65000.0
文心/河南/水湳💖稀有釋出企業首選💖,台中市西屯區河南路一段,西屯區,河南路一段,辦公,8,2,46.0,0.0,0.0,0.0,6,15,35000.0
文心路四段#45坪辦公室#可營登#可報稅,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,45.0,0.0,0.0,0.0,4,15,31500.0
正中清路環境清幽小型辦公室,台中市北區中清路一段,北區,中清路一段,辦公,2,2,5.0,0.0,0.0,0.0,7,20,6600.0
西區空間質感商辦(勤美附近),台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,19.0,0.0,0.0,0.0,10,15,36000.0
黃金賺錢店面❤禁餐飲❤適辦公/美容甲,台中市南區仁義街,南區,仁義街,店面,3,1,20.0,0.0,0.0,0.0,1,7,15999.0
大學◆社區旁黃金文武店面,台中市南屯區嶺東南路,南屯區,嶺東南路,店面,7,1,43.0,2.0,1.0,2.0,1,8,32000.0
店面/太原北路黃金三角窗/可餐飲,台中市北區太原北路,北區,太原北路,店面,2,1,31.0,0.0,0.0,0.0,1,5,30000.0
二樓✦茶水間✦工作室✦刺青✦網拍✦美容業,台中市北屯區大鵬路,北屯區,大鵬路,辦公,6,2,18.0,0.0,0.0,0.0,2,5,20000.0
㊝中華路一段房地客棧微創店面㊝,台中市中區中華路一段127巷,中區,中華路一段,店面,1,1,8.0,0.0,0.0,0.0,1,1,14640.0
#北屯區文心路四段#56坪辦公室,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,56.0,0.0,0.0,0.0,4,4,40500.0
大墩公益路旁❤五期店面★大墩路美食商圈,台中市西區大墩十一街,西區,大墩十一街,店面,5,1,82.0,0.0,0.0,0.0,1,8,76600.0
正文心路捷運大坪數整層辦公大樓＜出租＞,台中市北屯區文心路四段939號,北屯區,文心路四段,辦公,6,2,90.0,0.0,0.0,0.0,22,25,54000.0
近崇德路/採光明亮/雙衛浴/工作室,台中市北屯區天津路三段,北屯區,天津路三段,辦公,6,2,15.17,0.0,0.0,0.0,7,7,12000.0
梅川園道1樓住辦店面美容美甲工作室,台中市西區博館二街207號,西區,博館二街,店面,5,1,20.0,0.0,0.0,0.0,1,27,23500.0
正五權路店面18000,台中市西區三民路一段50巷7號,西區,三民路一段,店面,5,1,20.0,0.0,0.0,0.0,1,19,18000.0
全新裝潢獨立空調大片對外窗通風質感辦公室,台中市南屯區向上南路一段167號,南屯區,向上南路一段,辦公,7,2,6.5,0.0,0.0,0.0,3,15,11000.0
★勤美商圈*高優質辦公-專營商辦華府房屋,台中市西區公益路,西區,公益路,辦公,5,2,61.83,0.0,0.0,0.0,8,14,48227.0
天津中清山西辦公室出租可租位子、美睫甲,台中市北區天津路二段,北區,天津路二段,辦公,2,2,10.0,0.0,0.0,0.0,2,2,3000.0
禁餐飲.辦公室專區.與倉庫,台中市北區南京東路二段,北區,南京東路二段,辦公,2,2,30.0,0.0,0.0,0.0,1,6,18999.0
近台灣大道文心路⭐️優美商辦可租多車位⭐,台中市西屯區四川路,西屯區,四川路,辦公,8,2,61.97,0.0,0.0,0.0,-1,12,55958.0
全新辦公室☆光纖網路☆挑高~飯店式商辦,台中市西屯區四川路87號,西屯區,四川路,辦公,8,2,76.41,0.0,0.0,0.0,-1,12,59112.0
台中Lalaport百貨角店,台中市東區信義街,東區,信義街,店面,4,1,75.0,0.0,0.0,0.0,1,6,67800.0
全新便宜電梯,台中市北屯區東山路一段,北屯區,東山路一段,辦公,6,2,27.0,0.0,0.0,0.0,13,16,16000.0
一樓店面出租,台中市中區民權路162號,中區,民權路,店面,1,1,23.0,0.0,0.0,0.0,1,1,50000.0
屋主直租進化路稀有透天店面,台中市東區進化路68號,東區,進化路,店面,4,1,37.5,0.0,0.0,0.0,1,3,22000.0
築創🅳黃金店面◆何厝街/台灣大道,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,17.0,0.0,0.0,0.0,1,4,40000.0
台灣大道四段正路邊鋼骨辦公大樓,台中市西屯區台灣大道四段771號,西屯區,台灣大道四段,辦公,8,2,30.0,0.0,0.0,0.0,10,12,22950.0
黃楷伶🦉租正黎明路金透店,台中市西屯區黎明路二段,西屯區,黎明路二段,店面,8,1,21.0,0.0,0.0,0.0,1,5,50000.0
整棟透天辦公室出租#附冷氣#門口停車,台中市北區育德路,北區,育德路,辦公,2,2,60.0,2.0,4.0,3.0,1,2,45000.0
Z七月沐樂正景賢路吃市店面1+2+3邊間,台中市北屯區景賢路,北屯區,景賢路,店面,6,1,43.047,0.0,0.0,0.0,1,3,45800.0
鄰近中興大學/精美小辦公室,台中市南區學府路,南區,學府路,辦公,3,2,5.0,0.0,0.0,0.0,4,19,3500.0
松竹東山軍功💖賺錢1+2金店💖可餐飲,台中市北屯區松竹一路,北屯區,松竹一路,店面,6,1,78.0,0.0,0.0,0.0,1,2,70000.0
全新裝潢辦公室地點明顯公益路民權路,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,25.0,0.0,0.0,0.0,3,25,29800.0
五權站黃金店面💥不限行業,台中市西區三民路一段50巷,西區,三民路一段,店面,5,1,20.0,0.0,0.0,0.0,1,15,18000.0
需公證🍃禁吵🍃展示中心/辦公/觀光,台中市北屯區崇德十路二段,北屯區,崇德十路二段,辦公,6,2,45.0,0.0,0.0,0.0,1,1,83999.0
大安貿易大樓辦公室,台中市北區忠明路,北區,忠明路,辦公,2,2,48.21,0.0,1.0,0.0,16,20,26000.0
承辦Ｎiki✦文心森林獨立套房捷運走路到,台中市南屯區大墩十一街286號,南屯區,大墩十一街,辦公,7,2,8.12,0.0,0.0,0.0,3,3,12000.0
全新三角窗金店面整棟出租(二樓附貨梯),台中市東區南京東路一段,東區,南京東路一段,店面,4,1,40.0,0.0,0.0,0.0,1,2,40000.0
黃金透天店面,台中市西屯區大墩十八街140號,西屯區,大墩十八街,店面,8,1,24.0,0.0,0.0,0.0,1,3,70000.0
*正文心路近祟德*兩層店面可餐飲,台中市北屯區文心路四段,北屯區,文心路四段,店面,6,1,90.43,0.0,0.0,0.0,1,2,74707.0
青島路4米2面寬店面出租,台中市北區青島路一段,北區,青島路一段,店面,2,1,34.0,0.0,0.0,0.0,1,3,30000.0
★吳俊諺★正嶺東路旁人潮金店面,台中市南屯區嶺東路,南屯區,嶺東路,店面,7,1,15.0,0.0,0.0,0.0,1,4,29000.0
單元三電梯辦公室使用空間50坪,台中市南屯區益文三街,南屯區,益文三街,辦公,7,2,50.0,0.0,0.0,0.0,3,5,35000.0
台中法院#全新整理#租金稅外#車位另租,台中市西區自由路一段101號,西區,自由路一段,辦公,5,2,30.0,0.0,0.0,0.0,14,20,26000.0
天津路黃金三角窗店面可餐飲租金含稅可談,台中市北區天津路二段,北區,天津路二段,店面,2,1,38.0,0.0,0.0,0.0,1,5,70000.0
勤美商圈全新裝潢工業風獨立空調質感辦公室,台中市西區台灣大道二段181號,西區,台灣大道二段,辦公,5,2,5.5,0.0,0.0,0.0,-1,15,9000.0
1+2樓黃金店面可餐飲，適合醫美餐飲,台中市北屯區松竹路一段,北屯區,松竹路一段,店面,6,1,78.0,0.0,0.0,0.0,8,8,70000.0
🌟逢甲夜市金店面-文華路-喜歡來談,台中市西屯區文華路,西屯區,文華路,店面,8,1,15.0,0.0,0.0,0.0,1,1,33000.0
北區漢口商圈一層一戶大格局美商辦,台中市北區漢口路四段,北區,漢口路四段,辦公,2,2,110.0,0.0,0.0,0.0,5,6,76888.0
租售💝一平附衛浴陽台-商辦專業如春房屋,台中市西屯區大信街,西屯區,大信街,辦公,8,2,58.96,0.0,0.0,0.0,3,9,41020.0
【開幕優惠中】✨租金全包✨精美辦公室,台中市東區公園東路,東區,公園東路,辦公,4,2,7.0,0.0,0.0,0.0,2,13,11000.0
華爾街財經大樓全新辦公室華南銀行,台中市西區忠明南路270號,西區,忠明南路,辦公,5,2,10.5,0.0,0.0,0.0,3,20,13000.0
贈兩個月半價租金!加碼送營業登記,台中市西屯區台灣大道二段910號,西屯區,台灣大道二段,辦公,8,2,6.0,0.0,0.0,0.0,11,21,12000.0
逢甲文青風店面+工作室,台中市西屯區福星路,西屯區,福星路,店面,8,1,55.0,0.0,0.0,0.0,2,4,36000.0
全新~勤美誠品+科博館雙商圈大面寬樓店,台中市西區日進街,西區,日進街,店面,5,1,42.55,0.0,0.0,0.0,1,7,45700.0
錢匯通樹海戶商辦,台中市南屯區向心南路,南屯區,向心南路,辦公,7,2,40.52,0.0,1.0,1.0,2,5,21500.0
文心森林公園裝潢隔間商辦,台中市南屯區向上路一段,南屯區,向上路一段,辦公,7,2,30.0,0.0,0.0,0.0,6,6,18000.0
台灣大道獨立辦公室適合5-10人,台中市西區台灣大道二段186號,西區,台灣大道二段,辦公,5,2,22.5,0.0,0.0,0.0,20,24,24000.0
🔥秒殺精華區/文心路/超美辦公室,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,35.0,0.0,0.0,0.0,4,4,40500.0
秀泰/三井outlet電梯店面免仲介費,台中市東區進德路89號,東區,進德路,店面,4,1,48.0,0.0,0.0,0.0,1,5,48000.0
廣三SOGO✨美村路✨精選店面🌈可餐飲,台中市西區中美街,西區,中美街,店面,5,1,15.0,0.0,0.0,0.0,1,9,40000.0
👍🏻租金全包！平價全新高級辦公室空間,台中市西屯區西屯路二段256巷6號,西屯區,西屯路二段,辦公,8,2,8.0,0.0,0.0,0.0,2,22,10000.0
勤美綠園道第一排x租金含水電x免費會議室,台中市西區中興街183號,西區,中興街,辦公,5,2,10.0,0.0,0.0,0.0,4,12,20000.0
南屯好停💛超值八米雙店面💛餐飲可,台中市南屯區永春路26號,南屯區,永春路,店面,7,1,80.0,0.0,0.0,0.0,1,4,54000.0
北屯單元12全新賺錢金店面,台中市北屯區松竹五路一段,北屯區,松竹五路一段,店面,6,1,45.0,0.0,2.0,2.0,1,14,68000.0
中清路曝光度大文武百市黃金店面,台中市北區中清路一段,北區,中清路一段,店面,2,1,34.0,0.0,0.0,0.0,1,3,30000.0
樹義學區精選店面,台中市南區福田三街,南區,福田三街,店面,3,1,10.01,0.0,1.0,0.0,1,4,30000.0
全新樓店黃金地段💖一樓挑高可營登報稅,台中市東區旱溪街,東區,旱溪街,店面,4,1,30.0,0.0,0.0,0.0,1,15,58000.0
美術園道旁~1樓黃金店面，正五權五街上,台中市西區五權五街130號,西區,五權五街,店面,5,1,25.0,0.0,0.0,0.0,1,2,23000.0
💖正文心路💖台水台電最省錢小型辦公室,台中市南屯區文心路一段186號,南屯區,文心路一段,辦公,7,2,12.0,1.0,0.0,1.0,13,23,10720.0
一中街倉庫出租一中商圈倉庫出租,台中市北區三民路三段,北區,三民路三段,辦公,2,2,4.0,0.0,0.0,0.0,4,12,2500.0
高樓層附隔間含一機💝商辦專業如春房屋,台中市西屯區西屯路二段256巷,西屯區,西屯路二段,辦公,8,2,70.0,0.0,0.0,0.0,20,22,50550.0
南區復興路工學北路全家便利店旁1樓店面,台中市南區復興路二段,南區,復興路二段,店面,3,1,26.0,0.0,0.0,0.0,1,12,30580.0
綠園道大坪數1F店面適合美甲美睫電商,台中市南區南和路,南區,南和路,店面,3,1,26.0,0.0,0.0,0.0,1,15,17000.0
🍁超美美容店面頂讓🍁臨馬路🧡誠可議,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,25.0,0.0,0.0,0.0,1,5,28000.0
北屯★實際約百坪使用空間大面寬全家旁店面,台中市北屯區廍子路,北屯區,廍子路,店面,6,1,25.09,0.0,0.0,0.0,1,1,58000.0
~Eli專案精選*大車站*湖濱三井店鋪~,台中市東區雙十路一段,東區,雙十路一段,店面,4,1,25.4,0.0,0.0,0.0,1,6,34000.0
西區#超美商辦42坪#含車位,台中市西區華美西街一段,西區,華美西街一段,辦公,5,2,40.0,0.0,0.0,0.0,11,12,44600.0
辦公室店面事務所工作室★門前停車★可營登,台中市北區篤行路,北區,篤行路,店面,2,1,60.0,0.0,0.0,0.0,1,3,45000.0
1樓+地下室黃金店面~百行皆可談~快詢問,台中市北區光大街,北區,光大街,店面,2,1,30.0,0.0,0.0,0.0,1,5,36000.0
【租】十期大面寬｜邊間&amp;朝南｜店面免頂讓金,台中市北屯區軍福十五路,北屯區,軍福十五路,店面,6,1,46.0,2.0,2.0,2.0,1,15,50000.0
全新店面百行皆可談~禁重油煙行業~現況租,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,15.0,0.0,0.0,0.0,1,7,35000.0
廍子學區對面大面寬電梯住家店面辦公可營登,台中市北屯區軍福九路,北屯區,軍福九路,店面,6,1,70.0,0.0,0.0,0.0,1,4,68000.0
1+1一樓加地下室中清路,台中市北區中清路一段453號,北區,中清路一段,店面,2,1,20.0,0.0,0.0,0.0,1,5,30000.0
超大10米面寬店面鄰近天津北平路,台中市北區青島東街110號,北區,青島東街,店面,2,1,35.0,2.0,2.0,2.0,1,5,26000.0
正台灣大道/BRT站前,台中市西屯區臺灣大道二段715號,西屯區,臺灣大道二段,辦公,8,2,50.0,0.0,0.0,0.0,5,12,38750.0
正陜西路貴金店面超大空間,台中市北區陝西路,北區,陝西路,店面,2,1,55.58,0.0,0.0,0.0,1,8,60000.0
科博館獨立衛浴附隔間💝商辦專業如春房屋,台中市北區館前路,北區,館前路,辦公,2,2,39.89,0.0,0.0,0.0,2,12,21000.0
超級三角窗💖輕食首選💖黃金店面,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,20.0,0.0,0.0,0.0,1,3,38000.0
北屯精華區高檔挑高店面+二樓自住,台中市北屯區文昌三街,北屯區,文昌三街,店面,6,1,35.0,0.0,0.0,0.0,1,2,47500.0
【全新裝潢】-企業辦公室分租,台中市西屯區台灣大道四段847號,西屯區,台灣大道四段,辦公,8,2,50.0,0.0,0.0,0.0,3,23,40700.0
良好辦公環境公益路旁大草皮旁,台中市南屯區干城街240巷,南屯區,干城街,辦公,7,2,13.0,0.0,0.0,0.0,2,3,13800.0
五期稀有小商辦,台中市南屯區大墩十四街190號,南屯區,大墩十四街,辦公,7,2,12.15,0.0,0.0,0.0,3,8,19342.0
逢甲西屯路黃金地段✨透天店面整棟出租中,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,38.0,0.0,0.0,0.0,1,3,58000.0
★近南屯交流道商辦★－專營商辦華府房屋,台中市西區五權西路一段,西區,五權西路一段,辦公,5,2,57.55,0.0,0.0,0.0,10,17,42012.0
大墩商圈店面,台中市南屯區大墩路,南屯區,大墩路,店面,7,1,30.0,0.0,0.0,0.0,1,1,63000.0
一中商圈中友百中國醫辦公室工作室店面倉庫,台中市北區錦南街19號,北區,錦南街,店面,2,1,11.5,0.0,0.0,0.0,2,5,19199.0
透天電梯辦公室,台中市北屯區太順路71號,北屯區,太順路,辦公,6,2,12.0,0.0,0.0,0.0,4,5,13500.0
玉门路店面十地下一層,台中市西屯區玉門路,西屯區,玉門路,店面,8,1,35.0,0.0,0.0,0.0,1,5,40000.0
邊間整棟出租✨五房✨使用空間大✨一樓店面,台中市西區民生路,西區,民生路,店面,5,1,100.0,5.0,2.0,3.0,1,5,35000.0
正景賢路上適合辦公補習超大陽台儲物空間,台中市北屯區景賢路,北屯區,景賢路,辦公,6,2,25.99,0.0,0.0,0.0,2,5,30000.0
台灣大道辦公★全新裝潢－專營商辦華府房屋,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,25.48,0.0,0.0,0.0,12,13,17500.0
帝國大廈＃管理員＃商辦工作室辦公室補習班,台中市中區自由路一段,中區,自由路一段,辦公,1,2,26.0,0.0,0.0,0.0,14,20,26000.0
中興大學、公共資訊圖書館2層店面,台中市南區仁義街,南區,仁義街,店面,3,1,42.0,0.0,0.0,0.0,1,14,31300.0
實體辦公室租金下殺優惠價!加碼送營業登記,台中市南屯區文心路一段218號,南屯區,文心路一段,辦公,7,2,6.0,0.0,0.0,0.0,16,20,9000.0
👍🏽開幕優惠x新設計辦公室美的空間！,台中市北區梅川西路四段228號,北區,梅川西路四段,辦公,2,2,11.0,0.0,0.0,0.0,1,12,12000.0
秒殺黃金店面✅美睫美甲💥好停車,台中市北屯區軍功路二段,北屯區,軍功路二段,店面,6,1,16.0,0.0,0.0,0.0,1,4,18000.0
贈兩個月半價租金!加碼送營業登記,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,6.0,0.0,0.0,0.0,13,14,8000.0
地段良好#臨台灣大道、草悟廣場#商辦,台中市西區大和路,西區,大和路,辦公,5,2,50.0,0.0,0.0,0.0,4,4,35000.0
精明商圈春水堂旁金店,台中市西區精明二街,西區,精明二街,店面,5,1,18.0,0.0,0.0,0.0,1,4,18000.0
文心崇德|CP值商辦|兩房隔間,台中市北屯區崇德路二段,北屯區,崇德路二段,辦公,6,2,57.0,0.0,0.0,0.0,3,18,40000.0
小紀-【五期商圈✨適文武百業✨透天店面】,台中市南屯區大墩十七街,南屯區,大墩十七街,店面,7,1,75.0,0.0,0.0,0.0,1,2,55000.0
松竹路與興安路口黃金角店,台中市北屯區松竹路二段188號,北屯區,松竹路二段,店面,6,1,13.0,0.0,0.0,0.0,1,15,45000.0
車站特區-三井百億湖濱雙星1+2樓店,台中市東區樂業南路,東區,樂業南路,店面,4,1,38.13,0.0,0.0,0.0,1,2,41250.0
一樓雙店面地下室確認承租屋內會清空禁餐飲,台中市西區柳川東路二段,西區,柳川東路二段,店面,5,1,60.0,0.0,0.0,0.0,1,5,63000.0
★全新優質店面-美髮美容店面出租(含新傢具設備),台中市東區振興路387號之1,東區,振興路,店面,4,1,8.0,1.0,1.0,1.0,1,3,15000.0
近嶺東⭐寬敞店面空間好規劃⚡,台中市南屯區永春路,南屯區,永春路,店面,7,1,73.0,0.0,0.0,0.0,1,3,69999.0
特有商辦  生活機能優 稀有釋出,台中市西區華美西街一段,西區,華美西街一段,辦公,5,2,15.0,2.0,1.0,0.0,7,7,18000.0
忠明南路→玻璃隔間辦@專營商辦華府房屋,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,90.73,0.0,0.0,0.0,10,27,54438.0
文心路四維國小鼎天商務辦公室,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,103.54,0.0,0.0,0.0,8,26,70000.0
角間店面❤️歡迎文武百業❤️可報稅營登,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,17.0,0.0,0.0,0.0,1,6,39999.0
金店面🏠南屯🏠好市多🏠七期🏠樓店,台中市南屯區大墩六街,南屯區,大墩六街,店面,7,1,15.0,0.0,0.0,0.0,1,13,29999.0
公益精誠~降價*一樓店面住家/拒油湯/可輕食,台中市西區精誠路,西區,精誠路,店面,5,1,20.0,1.0,1.0,1.0,1,7,30000.0
超值~🍎大潤發旁🍎~店面配置貨梯,台中市北區忠明路464巷,北區,忠明路,店面,2,1,80.0,0.0,0.0,0.0,1,5,42000.0
水湳經貿貨櫃倉庫/短租彈性大/地理位置佳,台中市西屯區中平路,西屯區,中平路,辦公,8,2,4.5,0.0,0.0,0.0,1,1,5500.0
勤美綠園道首排X全新辦公室大空間北歐設計,台中市西區中興街183號,西區,中興街,辦公,5,2,15.0,0.0,0.0,0.0,4,12,25000.0
💎★隔間戶★租金含平面車位💎,台中市西屯區臺灣大道四段936號,西屯區,臺灣大道四段,辦公,8,2,62.47,0.0,0.0,0.0,9,11,36065.0
🍎中清路近五權路1~2樓店挑高5米🌈,台中市北區中清路一段,北區,中清路一段,店面,2,1,50.0,0.0,0.0,0.0,1,16,39890.0
7期商辦親家T-POWER朝南吳柔霏,台中市西屯區市政北七路,西屯區,市政北七路,辦公,8,2,64.0,0.0,0.0,0.0,12,28,69604.0
【開幕優惠中】✨租金全包✨精美辦公室,台中市北區梅川西路四段,北區,梅川西路四段,辦公,2,2,8.0,0.0,0.0,0.0,1,3,9000.0
松竹商圈/黃金角店稀有釋出/可餐飲,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,13.0,0.0,0.0,0.0,1,3,45000.0
⭐近中興大學中山醫大可住店合一面寬樓店,台中市南區美村南路,南區,美村南路,店面,3,1,70.0,0.0,0.0,0.0,1,12,61925.0
中清育德★一二樓出租★大客廳★門前停車,台中市北區美德街,北區,美德街,店面,2,1,35.0,0.0,0.0,0.0,1,4,22000.0
黄金優質店面屋主自租,台中市南屯區向心路46號,南屯區,向心路,店面,7,1,20.0,0.0,0.0,0.0,1,5,25000.0
🔸西屯1+B1店面🔸可餐飲🔸雙學區,台中市西屯區天水東街,西屯區,天水東街,店面,8,1,18.0,0.0,0.0,0.0,1,4,20000.0
一中商圈大面寬金店面,台中市北區錦新街15號,北區,錦新街,店面,2,1,15.0,0.0,0.0,0.0,1,4,23000.0
~Eli精選*三井湖濱園區質感金店本舖~,台中市東區樂業南路,東區,樂業南路,店面,4,1,38.0,0.0,0.0,0.0,1,22,45000.0
o_O南區復興路店面出租不可營登O_o,台中市南區復興路二段,南區,復興路二段,店面,3,1,20.0,0.0,0.0,0.0,2,2,18000.0
一中街熱鬧透店,台中市北區一中街,北區,一中街,店面,2,1,44.0,0.0,0.0,0.0,1,3,68000.0
🌾好市多雙捷運♥全新1F邊間挑高金店面,台中市北屯區敦富二街,北屯區,敦富二街,店面,6,1,52.0,0.0,0.0,0.0,1,15,54100.0
黃金店面#可營登#謝絕油煙#趕快詢問,台中市南屯區大墩六街,南屯區,大墩六街,店面,7,1,16.6,0.0,0.0,0.0,1,14,30000.0
台灣大道黃金角間雙店面6.2萬,台中市西區台灣大道,西區,台灣大道,店面,5,1,55.0,0.0,0.0,0.0,1,2,62000.0
正北屯路店面中彰74號道機捷店面,台中市北屯區北屯路,北屯區,北屯路,店面,6,1,33.9,0.0,0.0,0.0,1,5,60000.0
台灣大道雙店面,台中市北區台灣大道一段,北區,台灣大道一段,店面,2,1,45.0,0.0,0.0,0.0,1,2,65000.0
黎明商圈面寬金店~群義金仲小邱,台中市南屯區河南路四段350巷,南屯區,河南路四段,店面,7,1,17.0,0.0,0.0,0.0,1,8,59831.0
全新裝潢高樓景觀黃金門牌辦公室分租,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,35.462,0.0,0.0,0.0,17,23,12500.0
逢甲商圈方正金店面辦公,台中市西屯區西安街277巷25弄16號,西屯區,西安街,店面,8,1,16.8,0.0,0.0,0.0,1,7,17800.0
秒殺超便宜✅台電✅可營登✅可倉庫,台中市北區南京東路二段,北區,南京東路二段,辦公,2,2,20.0,0.0,0.0,0.0,1,7,18999.0
文心路金透店1-5樓6樓加蓋7房各行各業,台中市南屯區文心路一段,南屯區,文心路一段,店面,7,1,128.0,0.0,0.0,0.0,1,5,50000.0
「G5文心路」實用辦公室,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,51.42,0.0,0.0,0.0,3,26,55610.0
““””黃金黎明東街店面““””,台中市北屯區后庄路,北屯區,后庄路,店面,6,1,55.0,0.0,0.0,0.0,1,1,45000.0
黃金店面文武百市３０坪空間,台中市南屯區文山九街109號,南屯區,文山九街,店面,7,1,30.0,0.0,0.0,0.0,1,12,15000.0
七期面園道✪全新冷氣✪平面車位－華府房屋,台中市西屯區市政北一路77號,西屯區,市政北一路,辦公,8,2,51.57,0.0,0.0,0.0,14,15,48000.0
一中商圈雙面臨路邊間金店面,台中市北區三民路三段134巷,北區,三民路三段,店面,2,1,15.0,0.0,0.0,0.0,1,5,30000.0
一中商圈商場金店面贈裝潢期歡迎洽詢,台中市北區育才北路,北區,育才北路,店面,2,1,15.0,0.0,0.0,0.0,1,2,35000.0
G9捷運旁黃金店面,台中市西屯區大墩二十街,西屯區,大墩二十街,店面,8,1,40.0,0.0,0.0,0.0,1,9,45000.0
✅黃金賺錢店面✅網拍✅美甲美睫✅辦公室,台中市西區文化街,西區,文化街,店面,5,1,42.0,0.0,0.0,0.0,1,3,32000.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段151號,西屯區,漢口路二段,辦公,8,2,49.0,0.0,0.0,0.0,13,16,39000.0
4人舒適小型辦公室/水電全包/有窗明亮,台中市西區公益路132號,西區,公益路,辦公,5,2,13.0,0.0,0.0,0.0,7,12,16000.0
北屯文心路捷運G5站旁22米面寬1F角店,台中市北屯區遼陽五街43號,北屯區,遼陽五街,店面,6,1,26.0,0.0,0.0,0.0,1,7,34500.0
一中商圈內，近水利大樓透天店面出租,台中市北區育才南街11號,北區,育才南街,店面,2,1,77.0,0.0,0.0,0.0,1,4,85000.0
正黎明路🔥烏日捷運邊間大地坪透店,台中市南屯區黎明路一段,南屯區,黎明路一段,店面,7,1,100.0,0.0,0.0,0.0,1,3,60000.0
北區太原綠園道~個人工作室適合各行各業,台中市北區中清路一段447號,北區,中清路一段,辦公,2,2,5.0,0.0,0.0,0.0,5,20,6000.0
商業登記公司設立一口價＄888,台中市南屯區大墩路,南屯區,大墩路,辦公,7,2,3.0,0.0,0.0,0.0,4,7,1000.0
黃金三角窗店面,台中市西屯區逢甲路,西屯區,逢甲路,店面,8,1,42.0,0.0,1.0,1.0,1,2,26000.0
樓電大坪數❤️適合辦公室、工作室、可營登,台中市北屯區文昌三街,北屯區,文昌三街,辦公,6,2,101.0,0.0,0.0,0.0,1,14,57000.0
法院、麥當勞五權車站邊1+2樓店面出租,台中市南區復興路三段53巷,南區,復興路三段,店面,3,1,26.0,0.0,0.0,0.0,5,5,25000.0
全新💫角尖樓店💫1+2樓💫含管平車,台中市北屯區敦富路,北屯區,敦富路,店面,6,1,42.0,0.0,0.0,0.0,1,2,50000.0
Z七月沐樂正景賢路吃市店面1+2+3邊間含車含管,台中市北屯區景賢路,北屯區,景賢路,店面,6,1,43.05,0.0,0.0,0.0,1,14,45800.0
💎【專營-亞太雲端】高樓層含1車位,台中市北區台灣大道二段360號,北區,台灣大道二段,辦公,2,2,53.76,0.0,0.0,0.0,19,28,54594.0
"獨立辦公室全配備、光纖網路,有洽公休閒區",台中市西區台灣大道二段239號,西區,台灣大道二段,辦公,5,2,35.0,0.0,0.0,0.0,10,15,37800.0
天乙宮旁三角窗店面,台中市東區東門路26號,東區,東門路,店面,4,1,20.0,0.0,0.0,0.0,1,4,18000.0
裝潢質感商辦近勤美商圈,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,27.0,0.0,0.0,0.0,9,12,29800.0
全新整理、方正明亮LED、免裝潢直接進駐,台中市西屯區河南路二段262號,西屯區,河南路二段,辦公,8,2,72.45,0.0,0.0,0.0,3,15,45000.0
南區店面免服務費,台中市南區南和二街,南區,南和二街,店面,3,1,10.0,0.0,0.0,0.0,1,3,8000.0
三面採光優質大空間透天店面,台中市北屯區永興街134巷,北屯區,永興街,店面,6,1,60.0,0.0,0.0,0.0,1,4,80000.0
正永春路8米大面寬店面出租可三照,台中市南屯區永春路,南屯區,永春路,店面,7,1,85.0,0.0,0.0,0.0,1,2,68000.0
整棟三樓✨七期黃金地段✨輕食辦公室可營登,台中市西屯區黎明路二段,西屯區,黎明路二段,辦公,8,2,50.0,0.0,0.0,0.0,1,3,50000.0
🌾松竹興安舊社商圈♥角間店面大面寬採光,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,13.0,0.0,0.0,0.0,1,15,45000.0
🌾松竹商圈角間樓中樓三房含管♥間間開窗,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,33.0,3.0,2.0,3.0,2,15,23998.0
