description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
全新未住❤️秒殺｜陽台獨洗｜飲水機子母車｜乾溼分離,台中市北屯區陳平路,北屯區,陳平路,住宅,6,4,14.0,1.0,0.0,1.0,3,3,13499.0
這間有夠讚⭐獨洗曬⭐子母車⭐飲水機⭐近台中車站,台中市東區樂業路,東區,樂業路,住宅,4,4,13.6,1.0,0.0,1.0,5,8,9500.0
崇德路一段✨可貓獨洗曬✨類一房一廳✨大片採光,台中市北區崇德路一段,北區,崇德路一段,住宅,2,4,14.0,1.0,1.0,1.0,2,5,11999.0
電梯免爬❤️｜陽台獨洗｜飲水機子母車｜機車位,台中市北屯區平德路,北屯區,平德路,住宅,6,4,14.0,1.0,0.0,1.0,4,6,9999.0
超新秒殺大套房●台體大●新時代秀泰●賢德醫●獨洗曬,台中市東區振福路,東區,振福路,住宅,4,4,13.0,1.0,0.0,1.0,5,6,8999.0
✌秒殺近教育大台水電管理員✌陽台獨洗✌超大坪數,台中市西區民權路,西區,民權路,住宅,5,4,13.0,1.0,0.0,1.0,5,8,9499.0
可貓⭐近IKEA⭐台水電⭐陽台獨洗曬⭐大空間⭐快來,台中市南屯區向上路一段,南屯區,向上路一段,住宅,7,4,14.59,1.0,0.0,1.0,6,7,13500.0
✌秒殺近一中系統櫃超新電梯✌陽台獨洗✌戶數少,台中市東區旱溪街,東區,旱溪街,住宅,4,4,13.0,1.0,0.0,1.0,7,7,15999.0
可寵可貓可狗❤️陽台獨洗｜超大空間｜落地窗採光佳,台中市北區國強街,北區,國強街,住宅,2,4,13.0,1.0,0.0,1.0,2,3,11999.0
電梯管理員❤陽台獨洗❤台水電❤夜景美❤木質地,台中市西區公益路,西區,公益路,住宅,5,4,13.0,1.0,1.0,1.0,9,13,9499.0
全新電梯★陽台獨洗★流理台★電磁爐★文心崇德站,台中市北屯區大連路二段,北屯區,大連路二段,住宅,6,4,13.0,1.0,1.0,1.0,3,6,8500.0
全新未住❤️寵物首選｜洗脫烘流理台｜採光佳多間可選,台中市西區後龍街,西區,後龍街,住宅,5,4,14.0,1.0,0.0,1.0,5,7,12999.0
✨超新電梯✨可寵✨可報稅補助✨陽台獨洗✨衛浴開窗,台中市北區榮華街,北區,榮華街,住宅,2,4,13.0,1.0,0.0,1.0,2,8,13300.0
超稀有⭐可租補⭐獨洗曬⭐機車位⭐子母車⭐,台中市西屯區西安街,西屯區,西安街,住宅,8,4,13.5,1.0,0.0,1.0,2,5,11500.0
✨秒殺✨興大✅可寵✅美採光✅獨洗曬衛浴窗✅火車站,台中市南區南門路,南區,南門路,住宅,3,4,13.0,1.0,0.0,1.0,3,7,12500.0
台水電✅管理員✅補助報稅✅新時代✅陽台獨洗✅流理台,台中市東區復興路四段,東區,復興路四段,住宅,4,4,13.6,1.0,0.0,1.0,8,11,11000.0
中國醫⭐️可貓⭐️獨立洗衣機⭐️陽台⭐️流理臺,台中市北區中清路一段,北區,中清路一段,住宅,2,4,13.0,1.0,0.0,1.0,1,6,10999.0
超值得●一房一廳●獨洗曬●近水湳經貿●免爬高,台中市西屯區長安路二段,西屯區,長安路二段,住宅,8,4,13.23,1.0,1.0,1.0,2,2,8999.0
三年新屋✨陽台獨洗✅垃圾子母車✅環境安靜✅飲水機,台中市西屯區福中三街,西屯區,福中三街,住宅,8,4,14.0,1.0,0.0,1.0,5,5,11500.0
來我家泡澡✔近sogo✔含水電✔衛浴乾濕分離✔浴缸,台中市西區美村路一段,西區,美村路一段,住宅,5,4,12.0,1.0,0.0,1.0,3,4,12500.0
南屯區 五期 理想貴族獨立陽台大套房含車位 含管,台中市南屯區東興西街,南屯區,東興西街,住宅,7,4,13.0,1.0,0.0,1.0,7,12,13000.0
秒殺兩房❤陽台獨洗❤系統裝潢❤超級划算❤趕快來租❤,台中市西區五權七街,西區,五權七街,住宅,5,4,15.0,2.0,1.0,1.0,2,5,15999.0
✨可寵可寵✨陽台獨洗曬✨三樓免爬高✨採光一級棒✨,台中市北區國強街,北區,國強街,住宅,2,4,13.0,1.0,0.0,1.0,3,3,12000.0
一層一戶❤陽台獨洗❤一房一廳❤超級秒殺❤,台中市西區公益路,西區,公益路,住宅,5,4,13.0,1.0,1.0,1.0,4,5,9999.0
稀有釋出✨陽台獨洗流理臺✨絕美採光✨電梯套房,台中市東區台中路,東區,台中路,住宅,4,4,14.0,1.0,0.0,1.0,3,6,10999.0
✨整棟新蓋✨可報稅補助✨陽台獨洗曬✨衛浴開窗✨電梯,台中市北屯區水湳路,北屯區,水湳路,住宅,6,4,14.0,1.0,0.0,1.0,3,6,10000.0
全新❤️東海中科❤️乾溼分離❤️流理台❤️車位可租,台中市西屯區工業區十六路,西屯區,工業區十六路,住宅,8,4,15.0,1.0,0.0,1.0,3,4,10475.0
給貓一個家⭐近北區捷運站⭐超大空間讓他跑⭐陽台獨曬,台中市西屯區華美西街二段,西屯區,華美西街二段,住宅,8,4,14.21,1.0,0.0,1.0,4,5,7800.0
西區⚡全新套房⚡變頻冷暖⚡陽台獨洗,台中市西區精明一街,西區,精明一街,住宅,5,4,13.0,1.0,1.0,1.0,4,6,12000.0
近捷運站⭐陽台獨洗⭐機車位⭐乾溼分離⭐,台中市北屯區旅順路二段,北屯區,旅順路二段,住宅,6,4,13.5,1.0,0.0,1.0,2,5,10999.0
百萬系統裝潢⭐️可狗寵/電梯/子母車/飲水機,台中市北區武昌路,北區,武昌路,住宅,2,4,14.0,1.0,1.0,1.0,8,8,11499.0
✨你心動的理由✨全新讓你開心✨陽台獨洗曬✨我給你,台中市北屯區南京東路三段,北屯區,南京東路三段,住宅,6,4,13.0,1.0,0.0,1.0,2,7,11999.0
電梯對外窗獨洗曬可租車位2000/月近逢甲,台中市西屯區河南路二段,西屯區,河南路二段,住宅,8,4,14.0,1.0,0.0,1.0,6,10,9299.0
近勤美精品別墅✨陽台獨洗✨室內機車位✨有電梯,台中市西區精誠二十四街,西區,精誠二十四街,住宅,5,4,13.5,1.0,1.0,1.0,7,7,13300.0
一中中友⭐整棟全新⭐機車位⭐電梯⭐陽台獨洗,台中市北區自強街,北區,自強街,住宅,2,4,13.0,1.0,1.0,1.0,2,4,9000.0
全新一房一廳✨台電超省✨可貓✨獨洗近北平商圈,台中市北屯區文昌東五街,北屯區,文昌東五街,住宅,6,4,13.5,1.0,1.0,1.0,4,5,11499.0
✌️秒殺精美裝潢✌️陽台獨洗✌️流理臺,台中市北區北平路二段,北區,北平路二段,住宅,2,4,13.0,1.0,0.0,1.0,1,5,10499.0
秒殺釋出⭐陽台獨洗⭐飲水機⭐走路精武車站⭐,台中市東區自強街,東區,自強街,住宅,4,4,13.2,1.0,0.0,1.0,3,5,8500.0
近捷運站⭐超大空間⭐陽台獨洗⭐機車好停⭐採光超棒⭐,台中市北區陜西路,北區,陜西路,住宅,2,4,14.26,1.0,0.0,1.0,7,7,9000.0
初戀的滋味✨質感類一房一廳✨水湳中國醫,台中市北區山西路一段,北區,山西路一段,住宅,2,4,13.5,1.0,1.0,1.0,2,5,11999.0
太原車站陽台超大套房✔️可狗,台中市北屯區國強街,北屯區,國強街,住宅,6,4,13.5,1.0,1.0,1.0,1,3,9999.0
秒殺全新可貓✅陽台獨洗✅流理臺✅乾溼分離,台中市北屯區綏遠路二段,北屯區,綏遠路二段,住宅,6,4,15.0,1.0,0.0,1.0,2,5,13499.0
⚡西屯區⚡全新電梯套房⚡陽台獨洗,台中市西屯區中工三路,西屯區,中工三路,住宅,8,4,14.0,1.0,1.0,1.0,7,8,13000.0
秒殺✅9成新✅一房一廳✅一中街✅管理員✅室內機車位,台中市北區益華街,北區,益華街,住宅,2,4,13.8,1.0,1.0,1.0,2,6,11000.0
健行路✔電梯一廳✅一房✅飲水機✨子母車,台中市北區健行路,北區,健行路,住宅,2,4,13.8,1.0,1.0,1.0,7,8,11999.0
鍾愛樓中樓✨有小姐姐代收包裹✨超值大空間✨近新時代,台中市東區台中路,東區,台中路,住宅,4,4,13.5,1.0,1.0,1.0,6,12,10999.0
⭐超新❤️陽台獨洗❤️絕美採光,台中市西屯區西屯路三段,西屯區,西屯路三段,住宅,8,4,13.0,1.0,0.0,1.0,5,6,12500.0
✨全新完工✨採光可寵美套✨獨洗烘✨乾溼衛浴✨多間選,台中市南區復興路二段,南區,復興路二段,住宅,3,4,13.0,1.0,0.0,1.0,4,6,11500.0
秒殺進逢甲電梯✅獨洗凸窗曬✅沙發大空間✅快點搶✅,台中市西屯區河南路二段,西屯區,河南路二段,住宅,8,4,13.0,1.0,0.0,1.0,6,8,9299.0
❤水湳經貿❤超新❤陽台獨洗❤系統裝潢❤子母車❤,台中市西屯區中平路,西屯區,中平路,住宅,8,4,12.0,1.0,0.0,1.0,5,6,11499.0
一中台體✅可貓咪✅大空間✅獨洗獨曬✅子母車,台中市中區民族路,中區,民族路,住宅,1,4,12.0,1.0,1.0,1.0,5,6,9799.0
✌秒殺類一房一廳可貓✌陽台獨洗✌電梯管理員✌,台中市西屯區西屯路二段上石北二巷,西屯區,西屯路二段上石北二巷,住宅,8,4,13.0,1.0,1.0,1.0,3,5,12999.0
近嶺東科大⭐設計師風格⭐管理室⭐可租車位,台中市南屯區嶺東路,南屯區,嶺東路,住宅,7,4,13.0,1.0,0.0,1.0,5,10,10999.0
✌️秒殺可貓電梯✌️採光陽台獨洗✌️流理台,台中市南屯區大英街,南屯區,大英街,住宅,7,4,13.0,1.0,0.0,1.0,3,8,13500.0
精誠商圈⭐️陽台獨洗/全新整理/多間可看,台中市西區精誠一街,西區,精誠一街,住宅,5,4,14.0,1.0,1.0,1.0,2,6,12999.0
台水電✅走路捷運站✅水湳中國醫✅陽台獨洗✅流理台✅,台中市北區陜西路,北區,陜西路,住宅,2,4,13.2,1.0,0.0,1.0,3,8,10000.0
超秒殺~近榮總❤陽台獨洗❤台水台電❤先搶先贏,台中市西屯區福科路,西屯區,福科路,住宅,8,4,13.0,1.0,0.0,1.0,2,6,14999.0
秒殺✅火車站✅中興大學✅忠孝夜市✅中教大✅陽台獨洗,台中市南區復興路三段,南區,復興路三段,住宅,3,4,12.2,1.0,0.0,1.0,6,12,8500.0
秒殺小資首選❤可短租❤共洗共曬❤飲水機子母車,台中市北區青島路二段,北區,青島路二段,住宅,2,4,14.0,1.0,0.0,1.0,3,5,7600.0
全新可貓可報稅補助/陽台獨洗/機車位/好聽,台中市北屯區東山路一段,北屯區,東山路一段,住宅,6,4,14.0,1.0,0.0,1.0,1,7,9999.0
✨秒殺✨可養貓✨子母車✨飲水機✨生活便利,台中市西屯區西安街,西屯區,西安街,住宅,8,4,13.0,1.0,0.0,1.0,1,4,9500.0
黃金招財✔工作室✔人潮聚集✔車流量大✔附近好停車,台中市北區北平路二段,北區,北平路二段,住宅,2,4,14.0,1.0,0.0,1.0,2,5,14000.0
近太原車站⭐全新⭐系統裝潢獨洗曬機車位,台中市北屯區南京東路三段,北屯區,南京東路三段,住宅,6,4,13.0,1.0,0.0,1.0,3,6,12500.0
北屯西屯✅台水電✅管理員✅捷運站✅流理臺✅陽台獨洗,台中市北區中清路一段,北區,中清路一段,住宅,2,4,13.6,1.0,0.0,1.0,11,12,11000.0
中國醫⭐️獨洗曬/衛浴乾溼分離/陽台/可貓,台中市北區崇德路一段,北區,崇德路一段,住宅,2,4,14.0,1.0,1.0,1.0,4,5,11799.0
電梯◕沙發流理台◕獨洗陽台◕新時代火車站一中秀泰,台中市東區台中路,東區,台中路,住宅,4,4,13.0,1.0,0.0,1.0,3,6,9999.0
★小資首選★免爬高★乾乾淨淨★大大間★速,台中市北區衛道路,北區,衛道路,獨立套房,2,1,8.0,1.0,0.0,1.0,3,3,6799.0
★免萬元★獨洗曬★電梯★流理台★速洽★ˇ,台中市西屯區長安路二段71巷,西屯區,長安路二段,獨立套房,8,1,10.0,1.0,0.0,1.0,2,6,7999.0
乖貓可談✨陽台獨洗✨大空間正2房全配,台中市南屯區南屯路二段,南屯區,南屯路二段,整層住家,7,3,30.0,2.0,2.0,2.0,9,12,23960.0
🧡電梯新屋🧡陽台獨洗🧡租屋補助🧡,台中市北區健行路,北區,健行路,獨立套房,2,1,16.6,1.0,0.0,1.0,2,7,11999.0
優質電梯套房~24hr保全~近中台科大,台中市北屯區太祥路250號,北屯區,太祥路,獨立套房,6,1,8.0,1.0,0.0,1.0,9,10,5900.0
即將釋出✨整棟新蓋✨陽台獨洗✨絕美採光✨電梯套房,台中市北區中清路一段,北區,中清路一段,住宅,2,4,14.0,1.0,0.0,1.0,7,8,9499.0
✨雙採光超亮✨陽台獨洗✨衛浴乾溼分離✨電磁爐流理臺,台中市北區民權路,北區,民權路,住宅,2,4,14.0,1.0,0.0,1.0,5,6,13500.0
可報稅戶籍補助/好停車/陽台獨曬/大空間便宜,台中市北屯區太順路,北屯區,太順路,住宅,6,4,13.0,1.0,0.0,1.0,3,7,7499.0
整棟新蓋✨陽台獨洗✨絕美採光✨住戶單純✨電梯套房,台中市北屯區遼陽四街,北屯區,遼陽四街,住宅,6,4,14.0,1.0,0.0,1.0,6,7,11499.0
即將釋出搶先定✨陽台獨洗✨絕美採光✨電梯管理員,台中市西區美村路一段,西區,美村路一段,住宅,5,4,14.0,1.0,0.0,1.0,7,8,9499.0
❤️歡迎回家❤️一房一廳陽台獨洗乾濕衛浴流理台,台中市北屯區南京東路三段,北屯區,南京東路三段,住宅,6,4,15.0,1.0,0.0,1.0,2,4,16000.0
小資首選✨陽台獨洗✨絕美採光✨秒殺套房/可貓,台中市北區益華街,北區,益華街,住宅,2,4,14.0,1.0,0.0,1.0,1,5,7799.0
超大間❤衛浴窗❤雙門大冰箱❤採光敲好❤,台中市西區自由路一段,西區,自由路一段,住宅,5,4,15.0,1.0,1.0,1.0,3,5,6999.0
整棟新蓋✨陽台獨洗✨絕美採光✨電梯套房,台中市北區學士路,北區,學士路,住宅,2,4,14.0,1.0,0.0,1.0,7,8,9999.0
絕對秒殺✨陽台獨洗✨台水台電✨電梯管理員,台中市西屯區文華路正煌巷,西屯區,文華路正煌巷,住宅,8,4,14.0,1.0,0.0,1.0,6,8,9999.0
🧡電梯新屋🧡獨立陽台🧡租屋補助🧡,台中市北屯區環太東路,北屯區,環太東路,獨立套房,6,1,16.5,1.0,0.0,1.0,3,9,8999.0
近文心中清站♡台電最省錢♡免追垃圾車♡陽台獨洗曬,台中市北區中清路一段,北區,中清路一段,住宅,2,4,13.0,1.0,1.0,1.0,3,10,11000.0
近逢甲大學⭐️可貓寵⭐️機車位1格好溫馨⭐陽台獨洗,台中市西屯區華夏巷西五弄,西屯區,華夏巷西五弄,住宅,8,4,13.0,1.0,1.0,1.0,2,5,9000.0
⭐超質感❤️陽台獨洗❤️衛浴開窗❤️子母車,台中市西屯區中工三路,西屯區,中工三路,住宅,8,4,13.0,1.0,0.0,1.0,5,6,12000.0
看過來⭐陽台獨洗⭐飲水機⭐子母車⭐近水湳,台中市北屯區平德路,北屯區,平德路,住宅,6,4,13.6,1.0,0.0,1.0,4,7,10000.0
可貓陽台獨洗⚡流理臺⚡子母車⚡飲水機⚡,台中市北區梅川西路三段,北區,梅川西路三段,住宅,2,4,12.5,1.0,0.0,1.0,3,6,13500.0
一層四戶❤️陽台獨洗衛浴開窗❤️掀床❤️好停車,台中市北屯區軍功路二段,北屯區,軍功路二段,住宅,6,4,13.0,1.0,0.0,1.0,2,6,9999.0
秒殺近逢甲大坪數✨陽台獨洗✨沙發木質地✨,台中市西屯區西屯路二段,西屯區,西屯路二段,住宅,8,4,13.5,1.0,0.0,1.0,3,5,12999.0
全新完工~近中科❤台水台電❤陽台獨洗❤先搶先贏,台中市西屯區福順路,西屯區,福順路,住宅,8,4,12.0,1.0,0.0,1.0,2,6,11999.0
勤美草悟道超優質套房⭐乾溼分離⭐雙層冰箱⭐陽台獨洗,台中市西區五權西路一段,西區,五權西路一段,住宅,5,4,13.03,1.0,0.0,1.0,3,4,12500.0
秒殺✨三年電梯新屋✅陽台獨洗✅垃圾子母車✅飲水機,台中市西屯區福安七街,西屯區,福安七街,住宅,8,4,12.0,1.0,0.0,1.0,3,7,10500.0
✌秒殺可寵全新電梯✌採光陽台✌可報稅補助,台中市北區永定一街,北區,永定一街,住宅,2,4,13.0,1.0,0.0,1.0,3,6,13999.0
你是我的摯愛●陽台獨洗●一房一廳●電梯管理員●,台中市西屯區四川路,西屯區,四川路,住宅,8,4,12.58,1.0,1.0,1.0,7,16,11500.0
快樂崇拜●陽台獨洗●系統家具●乾溼分離★附電磁爐,台中市北區精武路,北區,精武路,住宅,2,4,12.58,1.0,1.0,1.0,3,6,14500.0
可租補家庭⭐養寵必看⭐獨洗曬⭐免爬梯秒殺⭐,台中市南區五權南路,南區,五權南路,住宅,3,4,13.42,1.0,0.0,1.0,1,4,9499.0
一房一廳❤️｜台電｜陽台獨洗｜飲水機子母車,台中市北區篤行路,北區,篤行路,住宅,2,4,13.0,1.0,1.0,1.0,5,8,12999.0
採光超好⭐陽台獨洗⭐管理員⭐子母車⭐機車位⭐中國醫,台中市北區五權路,北區,五權路,住宅,2,4,13.6,1.0,0.0,1.0,6,11,12000.0
1房1廳電梯最幸福♡︎陽台獨洗曬流理台♡︎子母車,台中市北區益華街,北區,益華街,住宅,2,4,13.0,1.0,1.0,1.0,3,6,11000.0
✨超大空間✨可養寵✨獨洗凸窗曬✨電梯套房✨格局方正,台中市東區復興路四段,東區,復興路四段,住宅,4,4,13.0,1.0,0.0,1.0,10,12,8999.0
中科❤全新一房一廳✔有陽台✔子母車飲水機,台中市西屯區順和七街,西屯區,順和七街,住宅,8,4,12.9,1.0,1.0,1.0,2,5,10499.0
初見你藍色青春✨獨洗曬流理台✨子母車✨衛浴開窗,台中市北屯區旅順路二段,北屯區,旅順路二段,住宅,6,4,12.5,1.0,0.0,1.0,2,5,11999.0
一見就鍾情✨電梯陽台獨洗✨可報稅租補,台中市北屯區軍功路二段,北屯區,軍功路二段,住宅,6,4,13.5,1.0,0.0,1.0,2,5,9999.0
近一中商圈⭐生活機能方便⭐陽台獨曬⭐衛浴開窗,台中市北區三民路三段,北區,三民路三段,住宅,2,4,13.0,1.0,1.0,1.0,3,5,8600.0
冷氣吹爽爽✨一級變頻超省✨洗熱水不用錢✨大空間,台中市北屯區北屯路,北屯區,北屯路,住宅,6,4,12.5,1.0,1.0,1.0,2,4,10999.0
走路到逢甲大學✨投幣共洗烘✨木質地板 ✨全新電梯,台中市西屯區福星路,西屯區,福星路,住宅,8,4,13.0,1.0,1.0,1.0,3,8,8000.0
❤️靜巷優質住宅美裝潢❤️陽台獨洗❤️機車位❤️,台中市西區精誠二十四街,西區,精誠二十四街,住宅,5,4,13.0,1.0,1.0,1.0,6,7,13300.0
1+1房大於2⭐台電計費⭐陽台獨洗⭐近勤美綠園道,台中市西區公益路,西區,公益路,住宅,5,4,13.0,2.0,1.0,1.0,3,5,10000.0
一中可貓★陽台獨洗★沙發★木質地板,台中市北區自強街,北區,自強街,住宅,2,4,13.0,1.0,1.0,1.0,4,5,9699.0
小家庭首選✨獨洗烘✨大空間✨衛浴乾溼分離,台中市北屯區北屯路,北屯區,北屯路,住宅,6,4,14.0,1.0,0.0,1.0,3,5,9999.0
小資女限定✨系統裝潢✨乾濕分離✨秒殺套房,台中市西屯區福中十五街,西屯區,福中十五街,住宅,8,4,14.0,1.0,0.0,1.0,2,5,7999.0
臺灣大道✔電梯洗脫烘✨大金冷暖氣,台中市北區台中港路一段,北區,台中港路一段,住宅,2,4,12.8,1.0,1.0,1.0,5,7,11999.0
美術館✔全新裝潢✨可貓✔,台中市西區美村路一段,西區,美村路一段,住宅,5,4,12.8,1.0,1.0,1.0,5,6,10999.0
全新未住⭐近西區⭐陽台獨洗⭐採光佳⭐流理台⭐機車位,台中市西屯區精誠路,西屯區,精誠路,住宅,8,4,13.03,1.0,0.0,1.0,4,5,12000.0
可寵⭐三區交界點⭐陽台獨洗⭐乾濕分離⭐木質地板⭐秒,台中市東區建成路,東區,建成路,住宅,4,4,13.7,1.0,0.0,1.0,7,8,9600.0
幸福可貓✨陽台獨洗✨全新有電梯✨子母車飲水機,台中市北屯區東山路一段,北屯區,東山路一段,住宅,6,4,12.5,1.0,0.0,1.0,3,7,10499.0
這間超值⭐陽台獨洗⭐機車位⭐可租補⭐水湳,台中市北屯區雷中街,北屯區,雷中街,住宅,6,4,13.5,1.0,0.0,1.0,3,7,9700.0
南屯區⚡電梯套房⚡陽台獨洗⚡嚴選房客,台中市南屯區永春東一路,南屯區,永春東一路,住宅,7,4,13.0,1.0,1.0,1.0,2,6,14000.0
⚡北屯區⚡全新套房⚡陽台獨洗,台中市北屯區陳平一街,北屯區,陳平一街,住宅,6,4,13.0,1.0,1.0,1.0,3,5,12000.0
電梯管理員✨可貓美式風✨子母車✨走路逛逢甲,台中市西屯區西屯路二段上石北二巷,西屯區,西屯路二段上石北二巷,住宅,8,4,12.5,1.0,1.0,1.0,3,7,13999.0
東海澄清★稀有獨洗烘★下雨免煩惱★機能方便,台中市西屯區福安七街,西屯區,福安七街,住宅,8,4,13.0,1.0,1.0,1.0,4,4,9000.0
全新手刀搶✨完美系統裝潢✨絕美採光✨電梯管理員,台中市北區一中街,北區,一中街,住宅,2,4,13.0,1.0,0.0,1.0,8,12,8799.0
抽菸不租⭐陽台獨洗⭐子母車,台中市西屯區中工三路,西屯區,中工三路,住宅,8,4,12.5,1.0,0.0,1.0,3,8,12000.0
秒殺全新整理可寵✨陽台獨洗✨流理臺,台中市北區文心路四段,北區,文心路四段,住宅,2,4,13.0,1.0,0.0,1.0,4,5,12499.0
"東海,工業區⭐全新未住⭐衛浴開窗⭐陽台獨洗⭐等你來",台中市西屯區順和九街,西屯區,順和九街,住宅,8,4,12.26,1.0,0.0,1.0,5,8,9999.0
北屯區⚡別墅大套房⚡一房一廳⚡共洗曬,台中市北屯區軍榮街,北屯區,軍榮街,住宅,6,4,14.0,1.0,1.0,1.0,1,6,9300.0
喜歡你沒道理●陽台獨洗●一房一廳●近逢甲●一層兩戶,台中市西屯區西屯路二段,西屯區,西屯路二段,住宅,8,4,12.5,1.0,1.0,1.0,3,4,13000.0
台電計費❤電梯~陽台獨洗乾濕衛浴/子母車,台中市北區文祥街,北區,文祥街,住宅,2,4,13.0,1.0,0.0,1.0,1,6,11299.0
整棟全新⭐陽台獨洗⭐子母車⭐機車位⭐東海,台中市西屯區順和一街,西屯區,順和一街,住宅,8,4,13.5,1.0,0.0,1.0,3,7,10500.0
質感木地板⭐陽台獨洗⭐管理員⭐中興大學,台中市南區國光路,南區,國光路,住宅,3,4,13.5,1.0,0.0,1.0,7,10,9500.0
台水電✅可貓咪✅管理員✅逢甲橋光✅新光遠百✅高採光,台中市西屯區西屯路二段,西屯區,西屯路二段,住宅,8,4,12.6,1.0,0.0,1.0,5,9,10608.0
變頻冷氣⭐️️煙寵⭐️熱水器是共用不用錢,台中市北屯區北屯路,北屯區,北屯路,住宅,6,4,12.5,1.0,1.0,1.0,2,5,11000.0
陽台獨洗❤流理台❤乾溼分離❤電梯❤舒適空間❤室內機,台中市東區玉皇街,東區,玉皇街,住宅,4,4,13.0,1.0,1.0,1.0,6,8,13499.0
秒殺✨採光佳✨飲水機✨子母車✨機能便利,台中市西屯區四川路,西屯區,四川路,住宅,8,4,12.0,1.0,0.0,1.0,7,7,9000.0
全新未住✅台電✅一中街✅流理台✅陽台獨洗✅報稅補助,台中市北區篤行路,北區,篤行路,住宅,2,4,12.6,1.0,0.0,1.0,2,7,12000.0
✨可貓咪✨超大間✨陽台獨洗✨美裝潢✨子母車,台中市東區振興路,東區,振興路,住宅,4,4,14.0,1.0,1.0,1.0,1,6,12800.0
✌️秒殺可寵近一中✌️陽台獨洗✌️乾濕分離,台中市北區雙十路二段,北區,雙十路二段,住宅,2,4,13.0,1.0,0.0,1.0,5,5,10999.0
近英才公園科博館✅衛浴乾濕分離✅獨洗獨曬✅超強採光,台中市西區大仁街,西區,大仁街,住宅,5,4,13.0,1.0,0.0,1.0,1,7,11500.0
近一中◁類一房一廳◁系統櫃◁陽台獨洗◁機車位子母車,台中市東區進德北路,東區,進德北路,住宅,4,4,13.0,1.0,0.0,1.0,6,8,9800.0
櫻花捷運站✔電梯一房一廳✨飲水機子母車,台中市西屯區櫻城三街,西屯區,櫻城三街,住宅,8,4,13.0,1.0,1.0,1.0,3,5,10499.0
近逢甲✅可貓✅乾溼分離✅電梯管理員✅流理臺,台中市西屯區寶慶街,西屯區,寶慶街,住宅,8,4,13.0,1.0,0.0,1.0,3,8,11999.0
⭐中國醫親親戲院⭐電梯⭐獨洗窗曬⭐子母車⭐WIFI,台中市北區德化街,北區,德化街,住宅,2,4,12.0,1.0,0.0,1.0,2,10,9500.0
走路到逢甲⭐獨洗凸窗曬全新裝潢可寵可短租,台中市西屯區逢甲路,西屯區,逢甲路,住宅,8,4,12.0,1.0,0.0,1.0,2,6,8500.0
稀有釋出◕電梯可貓◕陽台獨洗◕中台74,台中市北屯區軍功路一段,北屯區,軍功路一段,住宅,6,4,13.0,1.0,0.0,1.0,3,4,9499.0
小資首選✨陽台獨洗✨絕美採光✨秒殺套房,台中市中區成功路,中區,成功路,住宅,1,4,14.0,1.0,0.0,1.0,2,5,8499.0
免仲台電包水⭐️陽台獨洗⭐️全新家具進駐⭐️飲水機,台中市東區富榮街,東區,富榮街,住宅,4,4,12.5,1.0,0.0,1.0,4,6,11500.0
逢甲⭐️獨洗/子母車/陽台/沙發/飲水機,台中市西屯區華廈巷西五弄,西屯區,華廈巷西五弄,住宅,8,4,12.0,1.0,1.0,1.0,6,7,9799.0
秒殺超大坪數❤獨洗窗曬❤爬樓近經武車站❤,台中市東區振福路,東區,振福路,住宅,4,4,13.0,1.0,0.0,1.0,5,5,8999.0
科博館⭐️陽台/沙發/流理臺/設備全,台中市北區健行路,北區,健行路,住宅,2,4,13.0,1.0,1.0,1.0,3,4,10499.0
秒殺❤獨洗曬❤學生精美套房❤可家庭❤經典首選,台中市北屯區東山路二段,北屯區,東山路二段,住宅,6,4,12.0,1.0,0.0,1.0,3,3,8500.0
可家庭小孩/獨洗曬/好停車/大空間,台中市北屯區東山路二段,北屯區,東山路二段,住宅,6,4,13.0,1.0,0.0,1.0,3,3,9599.0
超秒殺~近中科❤全新未住❤台水台電❤先搶先贏,台中市西屯區福順路,西屯區,福順路,住宅,8,4,13.0,1.0,0.0,1.0,2,7,12999.0
可養貓✨近興大✨剩一間✨飲水機✨生活機能佳,台中市南區學府路,南區,學府路,住宅,3,4,12.0,1.0,0.0,1.0,3,11,9000.0
✅近秀泰、中國醫✅凸窗獨曬✅採光佳✅超大衣櫥✅共洗,台中市東區練武路,東區,練武路,住宅,4,4,12.5,1.0,0.0,1.0,6,7,8500.0
超大空間讓你奔跑⭐乾濕分離讓你不會滑倒⭐獨洗曬⭐秒,台中市北屯區昌平路一段,北屯區,昌平路一段,住宅,6,4,13.25,1.0,0.0,1.0,2,4,12000.0
全新免仲/短租加價/大坪數/獨洗曬/近逢甲中科74,台中市西屯區中清路二段,西屯區,中清路二段,住宅,8,4,13.0,1.0,0.0,1.0,1,5,9999.0
電梯免爬❤️陽台獨洗｜可報稅補助｜衛浴開窗乾溼分離,台中市北區柳川西路四段,北區,柳川西路四段,住宅,2,4,13.0,1.0,0.0,1.0,3,6,12499.0
❤全新未住❤可貓❤陽台獨洗❤可租補❤機車位❤,台中市北屯區東山路一段,北屯區,東山路一段,住宅,6,4,13.0,1.0,0.0,1.0,6,8,10000.0
✨陽台獨洗✨電梯新屋❤精美套房✅子母車❤採光佳,台中市南區五權南路,南區,五權南路,住宅,3,4,14.0,1.0,0.0,1.0,7,7,11800.0
